name,primary_category,country_code,funding_total_usd,funding_rounds,status,failed,startup_age_years,founded_year
Farmivore,E-Commerce,USA,40000.0,1,operating,0,12.0,2014.0
FarmLogs,Agriculture,USA,15000000.0,4,operating,0,14.0,2012.0
Farmnote,Farming,JPN,1700000.0,1,operating,0,13.0,2013.0
Farmstr,Agriculture,USA,2650000.0,2,operating,0,13.0,2013.0
FARR Technologies,Social Media,USA,562500.0,1,operating,0,14.0,2012.0
Farrago Comics,Application Platforms,USA,200000.0,1,operating,0,12.0,2014.0
Farseer,Curated Web,USA,100000.0,1,operating,0,13.0,2013.0
FASHABLE,E-Commerce,Unknown,5341.0,1,operating,0,11.0,2015.0
Fashinating,Fashion,CYP,134101.0,2,operating,0,17.0,2009.0
Fashioholic,Games,ISR,1000000.0,1,operating,0,16.0,2010.0
Fashiolista,E-Commerce,NLD,500000.0,1,operating,0,16.0,2010.0
Fashion GPS,Software,GBR,4000000.0,1,operating,0,20.0,2006.0
Fashion Metric,Analytics,USA,1418000.0,2,operating,0,14.0,2012.0
Fashion Playtes,E-Commerce,USA,15031860.0,5,closed,1,5.0,2008.0
Fashion Project,Fashion,USA,19500000.0,5,operating,0,15.0,2011.0
Fashion To Figure,Fashion,USA,2083635.0,1,operating,0,24.0,2002.0
Fashion & You,E-Commerce,IND,58000000.0,3,operating,0,17.0,2009.0
FashionLady,Fashion,IND,100000.0,1,operating,0,13.0,2013.0
Fashionote,E-Commerce,POL,9786.0,1,operating,0,12.0,2014.0
fashionreverie,Public Relations,USA,1500.0,1,operating,0,14.0,2012.0
Fashionspace,Design,GBR,200000.0,1,closed,1,5.0,2007.0
FashionStake,E-Commerce,USA,400000.0,1,acquired,0,16.0,2010.0
FashionValet,E-Commerce,MYS,6433333.0,3,operating,0,16.0,2010.0
Fashism,Fashion,USA,1000000.0,1,closed,1,1.0,2009.0
Fasmatech Science and Technology,Electronics,Unknown,241827.0,2,closed,1,2.0,2009.0
Fast Drinks,Hospitality,ESP,4503100.0,1,operating,0,21.0,2005.0
FAST FELT,Design,USA,500000.0,1,operating,0,19.0,2007.0
Fast FiBR,Content Delivery,USA,100000.0,1,operating,0,13.0,2013.0
Fastlane Ventures,Finance,RUS,31000000.0,2,operating,0,16.0,2010.0
FastPay,Finance,USA,69000000.0,4,operating,0,17.0,2009.0
Fast Society,Messaging,USA,275000.0,1,closed,1,1.0,2009.0
fastabook.com,Online Reservations,AUS,146728.0,2,operating,0,12.0,2014.0
Fastacash,FinTech,SGP,23500000.0,4,operating,0,14.0,2012.0
Fastback Networks,Mobile,USA,45000000.0,3,operating,0,16.0,2010.0
FastBooking,Curated Web,FRA,49800796.812749,1,closed,1,7.0,2000.0
FastBuild,Manufacturing,CAN,500000.0,1,operating,0,12.0,2014.0
FastCAP,Hardware + Software,USA,8975002.0,2,operating,0,18.0,2008.0
Fastclick,Advertising,USA,75000000.0,1,acquired,0,28.0,1998.0
FastCustomer,Customer Service,USA,750000.0,1,operating,0,15.0,2011.0
fastDove,Messaging,ESP,130000.0,1,operating,0,17.0,2009.0
Fasterbids,Analytics,USA,35000.0,1,operating,0,12.0,2014.0
FasterPants,Fashion,USA,40000.0,1,operating,0,16.0,2010.0
FastHealth,Biotechnology,USA,48000.0,1,operating,0,105.0,1921.0
Fastly,Content Delivery,USA,129000000.0,5,operating,0,15.0,2011.0
Fastmobile,Mobile,USA,12000000.0,1,acquired,0,23.0,2003.0
Fastnet Oil and Gas,Energy,GBR,15152514.0,1,operating,0,18.0,2008.0
Fastnote,Blogging Platforms,USA,800000.0,2,operating,0,17.0,2009.0
Fastpoint Games,Facebook Applications,USA,5900000.0,2,acquired,0,16.0,2010.0
Fastpoint Games,Games,USA,10110000.0,3,operating,0,16.0,2010.0
Fastr,Big Data,LVA,100000.0,2,operating,0,14.0,2012.0
FastScaleTechnology,Finance,USA,12000000.0,2,acquired,0,20.0,2006.0
fastseva.com,E-Commerce,IND,100000.0,1,operating,0,14.0,2012.0
FastSoft,Internet,USA,5575000.0,4,acquired,0,20.0,2006.0
FastTrack Company,Technology,NLD,3118603.0,2,operating,0,14.0,2012.0
Fat Dragon Games,Games,USA,40821.0,1,operating,0,21.0,2005.0
Fat Spaniel Technologies,Clean Technology,USA,32630837.0,4,acquired,0,23.0,2003.0
Fatboy Labs,Software,USA,450000.0,1,operating,0,15.0,2011.0
Fate Therapeutics,Biotechnology,USA,86188360.0,6,ipo,0,19.0,2007.0
Fatfish Internet Group,Internet,SGP,3220000.0,1,operating,0,16.0,2010.0
Fatherly,E-Commerce,USA,2000000.0,1,operating,0,12.0,2014.0
Fathom Online,Advertising,USA,6000000.0,1,acquired,0,24.0,2002.0
Fathomd,Educational Games,USA,50000.0,1,closed,1,1.0,2014.0
Fatigue Science,Hardware + Software,USA,300000.0,1,operating,0,20.0,2006.0
FatLens,E-Commerce,USA,8000000.0,1,operating,0,23.0,2003.0
FatRedCouch,Advertising,USA,550000.0,1,operating,0,17.0,2009.0
FatSkunk,Software,USA,250000.0,1,operating,0,17.0,2009.0
FatTail,Finance,USA,3500000.0,1,operating,0,25.0,2001.0
Fattmerchant,Financial Services,USA,750000.0,1,operating,0,12.0,2014.0
Fatwire,Software,USA,8100000.0,1,acquired,0,30.0,1996.0
FAV,Entertainment,ARG,25000.0,1,operating,0,12.0,2014.0
Favbuy,Advertising,Unknown,2000000.0,1,operating,0,14.0,2012.0
Fave Media,Local,USA,1600000.0,1,operating,0,20.0,2006.0
Faveeo,Knowledge Management,CHE,350000.0,1,operating,0,14.0,2012.0
Favery,Software,USA,415000.0,1,operating,0,14.0,2012.0
Faves,Curated Web,USA,1500000.0,1,closed,1,0.0,2004.0
Favevy,Apps,MYS,200000.0,1,operating,0,12.0,2014.0
Favista Real Estate,Real Estate,IND,2000000.0,1,operating,0,15.0,2011.0
Favoe,Software,KOR,35687.0,1,operating,0,13.0,2013.0
Favor,Android,Unknown,16860000.0,4,operating,0,14.0,2012.0
fav.or.it,Blogging Platforms,GBR,712000.0,1,closed,1,2.0,2007.0
Favoroute,E-Commerce,NLD,115000.0,1,operating,0,14.0,2012.0
Fax.to,Internet,CYP,20000.0,1,operating,0,11.0,2015.0
Fazland,Internet,ITA,1805100.0,2,operating,0,15.0,2011.0
FBComplete,Social Media Marketing,IND,10000.0,1,operating,0,11.0,2015.0
FD9 Group,Fashion,USA,1814380.0,1,operating,0,14.0,2012.0
FDM Digital Solutions,Design,GBR,1303116.0,1,operating,0,13.0,2013.0
Fe3 Medical,Biotechnology,USA,8209458.0,3,operating,0,18.0,2008.0
Fear Hunters,Education,BEL,493847.0,2,operating,0,18.0,2008.0
Revolar,Wearables,USA,3320000.0,3,operating,0,13.0,2013.0
Feast Express Ltd.,E-Commerce,GBR,150805.0,1,operating,0,14.0,2012.0
Feastly,Hospitality,USA,1250000.0,1,operating,0,14.0,2012.0
Featherlight,Enterprise Software,USA,28000.0,1,operating,0,12.0,2014.0
Feathr,Events,USA,343000.0,2,operating,0,14.0,2012.0
FedBid,Commodities,USA,2000000.0,2,operating,0,25.0,2001.0
Federal Finance,Finance,RUS,3000000.0,2,operating,0,14.0,2012.0
Federated Media Publishing,Publishing,USA,4500000.0,1,closed,1,2.0,2005.0
Lucid,Analytics,USA,3199451.0,2,operating,0,16.0,2010.0
Federated Media,Advertising,USA,57450000.0,4,operating,0,21.0,2005.0
Teachable,EdTech,USA,2000000.0,2,operating,0,13.0,2013.0
Fedora Pharmaceuticals,Biotechnology,CAN,200100.0,1,operating,0,14.0,2012.0
TaxCloud,E-Commerce,USA,135000.0,1,operating,0,17.0,2009.0
Feedback,Education,POL,200000.0,1,operating,0,13.0,2013.0
"FeedbacK Enterprise, LLC",Hardware + Software,USA,500000.0,1,operating,0,14.0,2012.0
Feedback-Machine,Analytics,BRA,40000.0,1,operating,0,14.0,2012.0
Feedbooks,Curated Web,FRA,843242.0,3,operating,0,19.0,2007.0
FeedBurner,Curated Web,USA,8000000.0,2,acquired,0,22.0,2004.0
FeedHenry,Cloud Computing,USA,9000000.0,1,acquired,0,16.0,2010.0
Feeding Forward,Nonprofits,USA,20000.0,1,operating,0,14.0,2012.0
Feedjit,Analytics,USA,450000.0,1,operating,0,19.0,2007.0
Feedlooks,News,USA,20000.0,1,operating,0,16.0,2010.0
FeedMagnet,Events,USA,250000.0,1,acquired,0,17.0,2009.0
FeedMob,Advertising Platforms,Unknown,20000.0,1,closed,1,0.0,2015.0
Feedtrace,Curated Web,USA,130000.0,1,acquired,0,17.0,2009.0
FeedVisor,E-Commerce,ISR,7700000.0,2,operating,0,15.0,2011.0
Feedzai,Software,USA,26132243.0,4,operating,0,15.0,2011.0
Feel IT,Delivery,ITA,53896.0,1,operating,0,12.0,2014.0
Feeligo,Monetization,FRA,963475.0,2,operating,0,14.0,2012.0
Feelit,Social Media,USA,300000.0,1,operating,0,13.0,2013.0
"FeeSeeker.com, LLC",Credit Cards,USA,20000.0,1,operating,0,15.0,2011.0
Feesheh,E-Commerce,JOR,301000.0,3,operating,0,14.0,2012.0
Feetz,3D Printing,USA,1200000.0,2,operating,0,13.0,2013.0
FeeX,Finance,USA,12250000.0,3,operating,0,14.0,2012.0
FEM Inc.,Content Discovery,USA,3120000.0,3,operating,0,14.0,2012.0
FemaleDaily Network,Curated Web,IDN,1000000.0,2,operating,0,19.0,2007.0
Femasys,Manufacturing,USA,16606502.0,7,operating,0,22.0,2004.0
femeninas,Beauty,USA,25000.0,2,operating,0,19.0,2007.0
FemmePharma Global Healthcare,Health and Wellness,USA,2030580.0,2,operating,0,30.0,1996.0
Fenergo,Banking,IRL,80429594.0,2,operating,0,17.0,2009.0
Feniks,Manufacturing,USA,750000.0,1,closed,1,0.0,2014.0
Fenix International,Batteries,USA,12600000.0,3,operating,0,17.0,2009.0
Fennel Technologies,Automotive,DEU,17832426.0,1,operating,0,56.0,1970.0
Ferevo,Advertising,USA,135000.0,3,operating,0,14.0,2012.0
Ferfics,Mobile,IRL,2233120.0,1,operating,0,19.0,2007.0
Fermentalg,Biotechnology,FRA,25501830.0,3,operating,0,21.0,2005.0
Fero,Social Network Media,BRA,20000.0,1,operating,0,12.0,2014.0
Ferric Semiconductor,Semiconductors,USA,1000000.0,2,operating,0,15.0,2011.0
Ferris,Apps,USA,2000000.0,1,operating,0,14.0,2012.0
FertilityAuthority,Health and Wellness,USA,1700000.0,2,operating,0,17.0,2009.0
Ferus Bestia,Cloud Computing,FIN,130409.0,2,operating,0,14.0,2012.0
Fervent Pharmaceuticals,Pharmaceuticals,USA,200000.0,1,operating,0,15.0,2011.0
FestEvo,Social Media,USA,40000.0,1,operating,0,13.0,2013.0
Festicket,E-Commerce,GBR,3760000.0,3,operating,0,14.0,2012.0
Fetch It,Messaging,Unknown,2432000.0,1,operating,0,13.0,2013.0
Fetch MD,Health and Wellness,USA,25000.0,1,closed,1,0.0,2013.0
Fetch Rewards,Apps,USA,8500000.0,3,operating,0,13.0,2013.0
Fetch Robotics,Industrial Automation,USA,23000000.0,2,operating,0,12.0,2014.0
FetchBack,Ad Targeting,USA,1000000.0,1,acquired,0,19.0,2007.0
"Fetch Plus, Inc Pte. Ltd.",Social Network Media,SGP,580000.0,1,operating,0,16.0,2010.0
Fetchnotes,Apps,USA,443000.0,4,closed,1,3.0,2011.0
Fetchr,Logistics,ARE,11000000.0,2,operating,0,14.0,2012.0
Fetise.com,Fashion,Unknown,5000000.0,1,operating,0,15.0,2011.0
Feuerlabs,Software,USA,125000.0,1,operating,0,15.0,2011.0
Feusd Ltd,Enterprise Software,GBR,160922.0,1,operating,0,15.0,2011.0
Fever,Android,USA,22350902.0,3,operating,0,14.0,2012.0
Fewzion,Innovation Engineering,AUS,28753.0,1,operating,0,14.0,2012.0
FeZo,Enterprise Software,USA,60000.0,1,closed,1,0.0,2011.0
FFFavs,Internet,USA,365000.0,7,operating,0,15.0,2011.0
fflap,E-Commerce,GBR,194526.0,2,closed,1,0.0,2010.0
Ffrees Family Finance,Banking,GBR,7730502.0,3,operating,0,14.0,2012.0
FFWD,Curated Web,USA,1700000.0,1,closed,1,0.0,2007.0
fg microtec,Software,DEU,5425110.0,2,operating,0,26.0,2000.0
Fi SYSTEM,Information Technology,Unknown,63480931.0,1,operating,0,31.0,1995.0
FIA Formula E,Racing,GBR,68569234.0,1,closed,1,2.0,2012.0
FibeRio,Nanotechnology,USA,19910515.0,4,operating,0,17.0,2009.0
FiberLight,Internet,USA,97200000.0,1,operating,0,28.0,1998.0
Fiberlink,Apps,USA,50000000.0,1,acquired,0,35.0,1991.0
FiberSensing,Hardware + Software,PRT,3110000.0,1,operating,0,22.0,2004.0
Fiberstar,Biotechnology,USA,11210000.0,3,operating,0,28.0,1998.0
FiberZone Networks,Analytics,USA,42786202.0,5,operating,0,23.0,2003.0
Fibroblast,Doctors,USA,875000.0,2,operating,0,16.0,2010.0
FibroGen,Biotechnology,USA,126023000.0,3,operating,0,33.0,1993.0
Fictiontree,Games,IND,10000.0,1,operating,0,12.0,2014.0
Ficus - Share Wisdom,Consulting,MEX,30000.0,1,operating,0,12.0,2014.0
Fidelis,Colleges,USA,10250000.0,3,operating,0,15.0,2011.0
Fidelis Security Systems,Enterprise Software,USA,28415704.0,3,acquired,0,24.0,2002.0
Fidelis SeniorCare,Health and Wellness,USA,58340499.0,4,operating,0,22.0,2004.0
Fidelithon Systems,Android,USA,250000.0,1,operating,0,17.0,2009.0
Fidesmo,Mobile,SWE,466090.0,1,operating,0,13.0,2013.0
Fido Labs,Analytics,USA,1863000.0,1,operating,0,15.0,2011.0
Fiducioso Advisors,Software,USA,387186.0,2,operating,0,16.0,2010.0
Fidus Writer,Databases,Unknown,40000.0,1,operating,0,14.0,2012.0
FidusNet,Startups,USA,1400000.0,2,operating,0,16.0,2010.0
Fidzup,Ad Targeting,FRA,392160.0,1,operating,0,15.0,2011.0
"Field Agent, Inc.",Business Services,USA,4500000.0,2,operating,0,16.0,2010.0
Field Squared,Software,USA,925000.0,1,operating,0,13.0,2013.0
FieldAware,Software,USA,36000000.0,3,operating,0,17.0,2009.0
FieldCentrix,Home Automation,USA,8900000.0,1,operating,0,32.0,1994.0
Fieldglass,Software,USA,185287501.0,3,acquired,0,27.0,1999.0
Fielding Systems,Automotive,USA,665020.0,2,operating,0,17.0,2009.0
FieldLens,Construction,USA,12635000.0,4,operating,0,15.0,2011.0
FieldLevel,Software,USA,20000.0,1,operating,0,18.0,2008.0
Fieldly,Mobile,SWE,627482.0,1,operating,0,13.0,2013.0
Field Nation,Freelancers,USA,30150000.0,2,operating,0,18.0,2008.0
Fieldoo,Internet,SVN,665600.0,1,operating,0,14.0,2012.0
FIELDS CHINA,Hospitality,CHN,5000000.0,1,operating,0,17.0,2009.0
FieldSolutions,Hardware + Software,USA,1500000.0,1,acquired,0,20.0,2006.0
FieldView Solutions,Enterprise Software,USA,4750000.0,2,operating,0,20.0,2006.0
Fieldwire,Construction,USA,7700000.0,3,operating,0,13.0,2013.0
Fiesta Frog,Concerts,USA,30000.0,2,operating,0,15.0,2011.0
Fiestah,Curated Web,USA,40000.0,2,operating,0,14.0,2012.0
Fifth Generation Computer,Software,USA,375000.0,1,operating,0,42.0,1984.0
Fifth Generation Technologies India Private,Software,IND,3310000.0,1,operating,0,28.0,1998.0
Fifty100,Artists Globally,USA,830000.0,5,operating,0,17.0,2009.0
FiftyThree,Software,USA,45100000.0,3,operating,0,15.0,2011.0
Figaro Systems,Software,USA,1671125.0,1,operating,0,34.0,1992.0
Figgu,Trading,CHL,40000.0,1,operating,0,13.0,2013.0
Fight My Monster,Games,USA,2100000.0,1,operating,0,15.0,2011.0
FightMe,Games,GBR,1300000.0,1,operating,0,13.0,2013.0
Figma,Information Technology,USA,17874996.0,2,operating,0,14.0,2012.0
FIGMD,Health and Wellness,USA,600069.0,2,operating,0,16.0,2010.0
figo,Banking,DEU,778660.0,3,operating,0,14.0,2012.0
Figo Pet Insurance,Insurance,USA,4000000.0,1,operating,0,13.0,2013.0
FIGS,Health Care,Unknown,2000000.0,1,operating,0,13.0,2013.0
Figure 8 Surgical,Health and Wellness,USA,3159998.0,3,operating,0,17.0,2009.0
Fik Stores,E-Commerce,ESP,100000.0,1,operating,0,14.0,2012.0
Fikra Design,Design,Unknown,4414.47797854639,1,operating,0,11.0,2015.0
Fiksu,Apps,USA,16749993.0,3,operating,0,18.0,2008.0
FilaExpress,Apps,Unknown,51022.0,1,operating,0,16.0,2010.0
Patient IO,Big Data,USA,4471751.0,5,operating,0,13.0,2013.0
Filao,Software,FRA,10900000.0,3,closed,1,8.0,2000.0
FileChat,Chat,USA,3000000.0,1,operating,0,13.0,2013.0
Filecubed,Curated Web,Unknown,50000.0,1,closed,1,0.0,2012.0
FileHold Document Management software,Software,CAN,400000.0,1,operating,0,21.0,2005.0
FileLife,Cloud Security,USA,1200000.0,1,operating,0,19.0,2007.0
Filement,Web Hosting,Unknown,102938.070217271,3,operating,0,14.0,2012.0
FileString,Cloud Computing,Unknown,2750000.0,1,operating,0,14.0,2012.0
FilesX,Software,ISR,7500000.0,1,acquired,0,26.0,2000.0
FileThis,FinTech,USA,2500000.0,2,operating,0,15.0,2011.0
FileTrek,Collaboration,CAN,10000000.0,1,operating,0,15.0,2011.0
Filip Technologies,Hardware + Software,USA,9195002.0,2,closed,1,4.0,2010.0
FILLD,Apps,USA,3250000.0,1,operating,0,11.0,2015.0
Film Fresh,Games,USA,2000000.0,1,operating,0,21.0,2005.0
Filmaster,Games,POL,769548.331562066,4,acquired,0,16.0,2010.0
FilmBreak,Consumer Internet,USA,300000.0,1,operating,0,14.0,2012.0
Filmijob,Recruiting,ESP,88000.0,4,operating,0,13.0,2013.0
FilmMe,Information Technology,FIN,1305622.0,3,operating,0,15.0,2011.0
Filmmortal,Advertising,USA,155000.0,3,operating,0,18.0,2008.0
FilmRise,Film,USA,25000000.0,1,operating,0,13.0,2013.0
FilmTrack,Cloud Computing,USA,40000000.0,3,operating,0,30.0,1996.0
FilmySphere Entertainment Pvt Ltd,Entertainment,IND,100000.0,1,operating,0,13.0,2013.0
Filmzu,Advertising,USA,50000.0,1,operating,0,12.0,2014.0
Filo,Consumer Electronics,ITA,559018.363753249,1,operating,0,12.0,2014.0
Filter Foundry,Advertising,USA,750000.0,1,operating,0,16.0,2010.0
Filter,Communities,Unknown,20000.0,1,operating,0,12.0,2014.0
FilterEasy,E-Commerce,USA,5010000.0,4,operating,0,14.0,2012.0
Filter Squad,Apps,AUS,1344657.37416625,2,operating,0,15.0,2011.0
Filtosh Inc.,Big Data Analytics,USA,40000.0,1,operating,0,13.0,2013.0
Filtr8,Advertising,ISR,50000.0,1,operating,0,13.0,2013.0
Filtrbox,Content,USA,1915000.0,3,acquired,0,19.0,2007.0
Fimmic,Information Technology,FIN,1701394.00882456,1,operating,0,13.0,2013.0
Neyya,Electronics,USA,200000.0,2,operating,0,14.0,2012.0
Fina Technologies,Analytics,USA,4500000.0,1,operating,0,18.0,2008.0
Finaho,Financial Services,FRA,5527508.0,1,closed,1,1.0,2013.0
Final,Billing,USA,1000000.0,1,operating,0,12.0,2014.0
FINALCAD,Construction,FRA,2859321.0,1,operating,0,15.0,2011.0
Finali,Customer Service,USA,25300000.0,2,operating,0,27.0,1999.0
Final Resting,Consumers,USA,300000.0,1,operating,0,11.0,2015.0
Finalta,Enterprises,USA,4164244.0,5,operating,0,15.0,2011.0
Financeit,Banking,CAN,21400000.0,7,operating,0,19.0,2007.0
Financetesetudes,Financial Services,FRA,148323.0,1,operating,0,16.0,2010.0
Financial Business Solutions,Coworking,USA,50000.0,1,operating,0,24.0,2002.0
Financial Diligence Networks,Financial Services,USA,424000.0,1,operating,0,14.0,2012.0
Financial Guard,Financial Services,USA,2000000.0,1,operating,0,17.0,2009.0
Financial Information Network & Operations Pvt,Finance,IND,35000000.0,2,closed,1,3.0,2006.0
Financial Media Exchange LLC,Content Discovery,USA,250000.0,1,operating,0,12.0,2014.0
Financial Network Analytics,Analytics,GBR,532000.0,1,operating,0,16.0,2010.0
Financial Software Systems,Software,IND,57000000.0,1,operating,0,35.0,1991.0
FinancialForce.com,Accounting,USA,186300000.0,6,operating,0,17.0,2009.0
Finanzarel,Finance,ESP,833797.0,1,operating,0,13.0,2013.0
Finanzchef24,Finance,DEU,8109015.0,2,operating,0,14.0,2012.0
Finario,Software,USA,400000.0,2,operating,0,18.0,2008.0
Finatext Ltd,Financial Services,JPN,300000.0,1,closed,1,0.0,2014.0
Finatus,Health Care,USA,2400000.0,1,operating,0,26.0,2000.0
Finch Buildings,Real Estate,NLD,25107.0,1,operating,0,12.0,2014.0
Fincon,Software,KOR,330000.0,1,operating,0,14.0,2012.0
Fig,All Students,GBR,508405.0,2,operating,0,17.0,2009.0
Find My Audience,Big Data Analytics,USA,2200000.0,3,operating,0,12.0,2014.0
Find That File,Education,USA,250000.0,1,operating,0,18.0,2008.0
Findersfee,Consumer Electronics,IRL,13568.0,1,operating,0,12.0,2014.0
Findery,Mobile,USA,9500000.0,2,operating,0,15.0,2011.0
Preply.com,Education,USA,288000.0,3,operating,0,14.0,2012.0
FindIt,Productivity Software,RUS,1000000.0,1,closed,1,1.0,2012.0
FindMySong,Curated Web,USA,250000.0,2,operating,0,13.0,2013.0
FindThatCourse,Education,USA,250000.0,1,operating,0,13.0,2013.0
FindThatLead,Email,ESP,188302.0,1,closed,1,0.0,2014.0
FindTheRipple,Analytics,GBR,127784.746787403,2,operating,0,12.0,2014.0
FindURClass,Education,IND,250000.0,1,operating,0,13.0,2013.0
FindYogi,Consumers,IND,100000.0,1,operating,0,14.0,2012.0
Findyr,Databases,USA,2500000.0,2,operating,0,12.0,2014.0
FineEye Color Solutions,Hardware + Software,USA,1000214.0,1,operating,0,29.0,1997.0
Finestrella,Finance,MEX,13800000.0,1,operating,0,18.0,2008.0
Finexkap,Finance,FRA,23783512.0,3,operating,0,14.0,2012.0
Fingerprint,Education,USA,20000000.0,3,operating,0,16.0,2010.0
Finggers,Apps,Unknown,50000.0,1,closed,1,0.0,2008.0
Fingo,Apps,USA,250000.0,1,operating,0,14.0,2012.0
Fingooroo,Credit,RUS,150000.0,1,operating,0,13.0,2013.0
Finjan Holdings,Enterprise Software,USA,42000000.0,4,acquired,0,30.0,1996.0
Finomial,Finance,USA,3408303.0,2,operating,0,16.0,2010.0
Finovera,Curated Web,USA,1500000.0,1,operating,0,15.0,2011.0
finrek solutions private limited,Credit,IND,50000.0,2,operating,0,12.0,2014.0
Finsecur,Design,Unknown,31015060.0,1,operating,0,26.0,2000.0
FINsix Corporation,Semiconductors,USA,12200000.0,4,operating,0,16.0,2010.0
Finsphere,Analytics,USA,33020000.0,4,operating,0,19.0,2007.0
Finstripe,FinTech,Unknown,350000.0,1,operating,0,11.0,2015.0
FinTech Group AG,Finance Technology,DEU,33006160.6318003,5,operating,0,27.0,1999.0
fintonic,Finance,ESP,1546920.0,2,operating,0,15.0,2011.0
FINXI,Software,BRA,25000.0,1,operating,0,16.0,2010.0
Fio,Biotechnology,CAN,455781.0,3,operating,0,17.0,2009.0
Fiorello Pharmaceuticals,Pharmaceuticals,USA,2549916.0,1,operating,0,12.0,2014.0
Fios,Legal,USA,6500000.0,1,acquired,0,27.0,1999.0
FiPath,Finance,USA,505000.0,1,operating,0,18.0,2008.0
Fippex,CRM,USA,3844955.0,3,operating,0,17.0,2009.0
FiREapps,Finance,USA,8750000.0,1,operating,0,21.0,2005.0
Firebase,Developer Tools,USA,7000000.0,2,acquired,0,15.0,2011.0
FireBlade,Computers,ISR,5100000.0,3,operating,0,17.0,2009.0
Firecomms,Semiconductors,IRL,17035520.0,2,acquired,0,26.0,2000.0
Firefly BioWorks,Biotechnology,USA,3395000.0,4,acquired,0,16.0,2010.0
Firefly Energy,Batteries,USA,31000000.0,4,operating,0,23.0,2003.0
Firefly Experience,Guides,GBR,1090678.0,3,operating,0,13.0,2013.0
Firefly Games,Apps,USA,8000000.0,1,operating,0,12.0,2014.0
FireFly LED Lighting,Clean Energy,USA,3500000.0,1,operating,0,16.0,2010.0
Firefly Media,News,USA,327545.0,1,operating,0,17.0,2009.0
Firefly Mobile,Mobile,USA,43300000.0,3,operating,0,23.0,2003.0
FireID,Finance,ZAF,6400000.0,1,operating,0,21.0,2005.0
FirePower Technology,Manufacturing,USA,500000.0,1,closed,1,0.0,2014.0
Firepro Systems,Security,IND,12000000.0,1,operating,0,34.0,1992.0
FireScope,Internet,USA,12836661.0,5,operating,0,20.0,2006.0
Firespotter Labs,Curated Web,USA,18000000.0,2,operating,0,15.0,2011.0
FireStar Software,Enterprise Software,USA,980000.0,1,closed,1,5.0,2001.0
Firestorm Emergency Services,Hardware + Software,USA,1000000.0,1,operating,0,18.0,2008.0
Firethorn,Mobile,USA,25131611.0,3,acquired,0,25.0,2001.0
Firetide,Mobile,USA,39790000.0,4,acquired,0,23.0,2003.0
Firm58,Billing,USA,19200000.0,3,operating,0,21.0,2005.0
Firmafon,Mobile,DNK,1707784.0,2,operating,0,17.0,2009.0
Firmaiya,Application Platforms,RUS,100000.0,1,operating,0,12.0,2014.0
Firmex,Data Security,CAN,4450000.0,2,operating,0,20.0,2006.0
First Aid Shot Therapy,Biotechnology,USA,24000000.0,3,operating,0,16.0,2010.0
First Care Clinics,Hospitals,USA,270000.0,1,operating,0,12.0,2014.0
First China Pharma Group,Biotechnology,Unknown,3829000.0,1,operating,0,24.0,2002.0
